run_id,seed,executor,workload,block_size,num_accounts,threads,compute_cost,skew,elapsed_ns,throughput_tps,scheduling_ns,execution_ns,validation_ns,commit_ns,conflicts_detected,reexecutions,accepted_txs,rejected_txs,final_state_hash,correct_vs_sequential
2-token-transfer-optimistic-2-1000,44,optimistic,token-transfer,1000,10000,2,1000,1.1,2380208,420131.3498652219,0,1560268,83354,268345,0,162,1000,0,4149360958f87b63ac3e460ba203cdfbe81f5951a83fbb26c472853c1e24ce10,true
2-private-state-sequential-2-1000,44,sequential,private-state,1000,10000,2,1000,1.1,2486875,402111.08318673034,0,1219421,0,225330,0,0,860,140,e2c668e2fae8d5d013252154455317f5bd16c150b118ff19b4c1f2dcb0482646,true
2-private-state-static-2-1000,44,static,private-state,1000,10000,2,1000,1.1,48465958,20633.03896726853,461958,2540535,0,517867,2997,0,860,140,e2c668e2fae8d5d013252154455317f5bd16c150b118ff19b4c1f2dcb0482646,true
2-private-state-optimistic-2-1000,44,optimistic,private-state,1000,10000,2,1000,1.1,3756042,266237.704477213,0,3175541,100680,233300,0,999,860,140,e2c668e2fae8d5d013252154455317f5bd16c150b118ff19b4c1f2dcb0482646,true
0-no-conflict-sequential-4-1000,42,sequential,no-conflict,1000,10000,4,1000,1.1,2502083,399666.99745771824,0,1234196,0,232937,0,0,1000,0,72a85deaa7400a330ddc98c75d93d1bff21a27b64d8f4c22442b601d9d11cfe0,true
0-no-conflict-static-4-1000,42,static,no-conflict,1000,10000,4,1000,1.1,2855166,350242.33266997436,838375,2122118,0,258010,0,0,1000,0,72a85deaa7400a330ddc98c75d93d1bff21a27b64d8f4c22442b601d9d11cfe0,true
0-no-conflict-optimistic-4-1000,42,optimistic,no-conflict,1000,10000,4,1000,1.1,1914708,522272.8478702758,0,1456879,86004,236367,0,0,1000,0,72a85deaa7400a330ddc98c75d93d1bff21a27b64d8f4c22442b601d9d11cfe0,true
0-hotspot-sequential-4-1000,42,sequential,hotspot,1000,10000,4,1000,1.1,2435750,410551.16493893054,0,1345344,0,251637,0,0,1000,0,fe6aaced548ad54177e227a11b5cd72356b5a582bbabda1e936fef246ee999f6,true
0-hotspot-static-4-1000,42,static,hotspot,1000,10000,4,1000,1.1,51583000,19386.231898105965,463250,2642795,0,546463,5994,0,1000,0,fe6aaced548ad54177e227a11b5cd72356b5a582bbabda1e936fef246ee999f6,true
0-hotspot-optimistic-4-1000,42,optimistic,hotspot,1000,10000,4,1000,1.1,2851500,350692.6179203928,0,2707051,75843,214741,0,999,1000,0,fe6aaced548ad54177e227a11b5cd72356b5a582bbabda1e936fef246ee999f6,true
